experiment_name,condition,round,num_seeds,cooperation_rate_mean,cooperation_rate_ci95,defection_rate_mean,defection_rate_ci95,avg_reputation_mean,avg_reputation_ci95,reputation_variance_mean,reputation_variance_ci95,avg_temperature_mean,avg_temperature_ci95,avg_payoff_mean,avg_payoff_ci95,social_welfare_mean,social_welfare_ci95,action_entropy_mean,action_entropy_ci95
test_minimal,reputation_piecewise,177,5,0.86,0.04801,0.14,0.04801,0.64205,0.032599,0.016239,0.006645,0.4834,0.0549,2.86,0.04801,28.6,0.4801,0.395211,0.084171
test_minimal,reputation_piecewise,178,5,0.78,0.130012,0.22,0.130012,0.63676,0.050747,0.014375,0.004249,0.4904,0.037556,2.74,0.19204,27.4,1.9204,0.456936,0.23313
test_minimal,reputation_piecewise,179,5,0.8,0.087654,0.2,0.087654,0.64021,0.056528,0.019081,0.01138,0.4764,0.045312,2.8,0.087654,28.0,0.876539,0.474459,0.125893
test_minimal,reputation_piecewise,180,5,0.8,0.138593,0.2,0.138593,0.64351,0.06581,0.023397,0.013979,0.5058,0.040299,2.76,0.201794,27.6,2.017944,0.421872,0.236949
test_minimal,reputation_piecewise,181,5,0.78,0.09602,0.22,0.09602,0.6407,0.064824,0.02622,0.014348,0.5132,0.091973,2.74,0.146673,27.4,1.46673,0.496552,0.137204
test_minimal,reputation_piecewise,182,5,0.78,0.073336,0.22,0.073336,0.636631,0.066415,0.025058,0.006366,0.5082,0.083108,2.78,0.073336,27.8,0.733365,0.509523,0.102526
test_minimal,reputation_piecewise,183,5,0.82,0.09602,0.18,0.09602,0.645844,0.065542,0.029201,0.010573,0.501,0.073819,2.78,0.1568,27.8,1.568,0.439396,0.137204
test_minimal,reputation_piecewise,184,5,0.64,0.146673,0.36,0.146673,0.607212,0.061084,0.03011,0.007709,0.4978,0.072809,2.6,0.196,26.0,1.96,0.599051,0.137463
test_minimal,reputation_piecewise,185,5,0.78,0.073336,0.22,0.073336,0.609169,0.064533,0.026099,0.010677,0.4352,0.06436,2.74,0.132934,27.4,1.329337,0.509523,0.102526
test_minimal,reputation_piecewise,186,5,0.84,0.099941,0.16,0.099941,0.626574,0.071636,0.024988,0.007162,0.4422,0.05565,2.84,0.099941,28.4,0.999408,0.38735,0.209929
test_minimal,reputation_piecewise,187,5,0.82,0.073336,0.18,0.073336,0.634438,0.044119,0.025458,0.004745,0.4608,0.060957,2.82,0.073336,28.2,0.733365,0.452367,0.10925
test_minimal,reputation_piecewise,188,5,0.82,0.09602,0.18,0.09602,0.642825,0.040004,0.027239,0.009609,0.4884,0.048092,2.78,0.1568,27.8,1.568,0.422414,0.211187
test_minimal,reputation_piecewise,189,5,0.78,0.0392,0.22,0.0392,0.63697,0.036938,0.023332,0.004587,0.5078,0.057088,2.78,0.0392,27.8,0.392,0.522495,0.043301
test_minimal,reputation_piecewise,190,5,0.8,0.138593,0.2,0.138593,0.638768,0.044373,0.023533,0.004106,0.495,0.054564,2.76,0.181763,27.6,1.817629,0.421872,0.236949
test_minimal,reputation_piecewise,191,5,0.84,0.0784,0.16,0.0784,0.650686,0.046188,0.023143,0.002112,0.495,0.048408,2.8,0.123961,28.0,1.239613,0.400322,0.196158
test_minimal,reputation_piecewise,192,5,0.78,0.114287,0.22,0.114287,0.645848,0.048101,0.025764,0.010665,0.4888,0.07452,2.74,0.181763,27.4,1.817629,0.486889,0.140353
test_minimal,reputation_piecewise,193,5,0.8,0.163985,0.2,0.163985,0.644723,0.0766,0.017367,0.003497,0.502,0.05592,2.76,0.236828,27.6,2.368277,0.403807,0.228421
test_minimal,reputation_piecewise,194,5,0.82,0.073336,0.18,0.073336,0.648769,0.073358,0.015365,0.002295,0.4838,0.117764,2.82,0.073336,28.2,0.733365,0.452367,0.10925
test_minimal,reputation_piecewise,195,5,0.76,0.159231,0.24,0.159231,0.642378,0.095836,0.021812,0.009176,0.498,0.092899,2.72,0.190029,27.2,1.900291,0.456394,0.25677
test_minimal,reputation_piecewise,196,5,0.86,0.04801,0.14,0.04801,0.660114,0.08617,0.025404,0.007665,0.5178,0.091962,2.82,0.114287,28.2,1.142867,0.395211,0.084171
test_minimal,reputation_piecewise,197,5,0.76,0.099941,0.24,0.099941,0.648599,0.070432,0.028497,0.008727,0.5308,0.085023,2.76,0.099941,27.6,0.999408,0.521953,0.116295
test_minimal,reputation_piecewise,198,5,0.86,0.099941,0.14,0.099941,0.665742,0.080012,0.028778,0.003488,0.5064,0.081487,2.86,0.099941,28.6,0.999408,0.352287,0.202927
test_minimal,reputation_piecewise,199,5,0.78,0.114287,0.22,0.114287,0.659354,0.087327,0.029003,0.009201,0.5218,0.0749,2.7,0.205567,27.0,2.055665,0.486889,0.140353
