experiment_name,condition,round,cooperation_rate,defection_rate,avg_reputation,reputation_variance,avg_temperature,avg_payoff,social_welfare,action_entropy
rex_baseline,fixed_low_temperature,77,0.95,0.05,0.9161047324359185,0.01876182296514656,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,78,1.0,0.0,0.9278500698948899,0.013876244265022398,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,79,1.0,0.0,0.9379510601096055,0.01026287025841057,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,80,0.95,0.05,0.931671326904198,0.010356620938152946,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,81,1.0,0.0,0.9412373411376104,0.007659756845857918,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,82,0.95,0.05,0.9346935023091744,0.00904597854270946,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,83,0.95,0.05,0.9288565608480168,0.009336177012071524,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,84,0.95,0.05,0.9242784527573507,0.010585352000881816,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,85,0.9,0.1,0.9051401642342306,0.0127455691856315,0.2,2.9,58.0,0.3250829733914482
rex_baseline,fixed_low_temperature,86,0.9,0.1,0.8900794821888367,0.01683660341939506,0.2,2.9,58.0,0.3250829733914482
rex_baseline,fixed_low_temperature,87,0.95,0.05,0.891467504759323,0.016537381613331355,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,88,0.95,0.05,0.8947614591468641,0.02063057659368153,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,89,0.9,0.1,0.8810072432601068,0.02198112782463863,0.2,2.9,58.0,0.3250829733914482
rex_baseline,fixed_low_temperature,90,1.0,0.0,0.8976662292036919,0.016257242139102727,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,91,0.95,0.05,0.89974062433923,0.019957593279710174,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,92,0.85,0.15,0.8720911140304191,0.026355265484374064,0.2,2.85,57.0,0.42270908780599087
rex_baseline,fixed_low_temperature,93,0.95,0.05,0.8750994626447639,0.020755977551107637,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,94,0.95,0.05,0.8775855427707162,0.01640370118434108,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,95,0.95,0.05,0.8797287282345649,0.013263669590722801,0.2,2.95,59.0,0.1985152433458726
rex_baseline,fixed_low_temperature,96,1.0,0.0,0.8965667062817259,0.009809810029298585,0.2,3.0,60.0,0.0
rex_baseline,fixed_low_temperature,97,0.9,0.1,0.8848562386076935,0.01948709663333184,0.2,2.9,58.0,0.3250829733914482
rex_baseline,fixed_low_temperature,98,0.9,0.1,0.8727608608817585,0.021096579758896082,0.2,2.9,58.0,0.3250829733914482
rex_baseline,fixed_low_temperature,99,0.9,0.1,0.8629478363558718,0.02333102138963005,0.2,2.9,58.0,0.3250829733914482
rex_baseline,fixed_low_temperature,100,0.85,0.15,0.8436643986979664,0.03382805499986024,0.2,2.75,55.0,0.42270908780599087
